11,1,"[11] Dissipation : Poison","N/A","N/A","Dissipe instantanément de la cible les effets du Poison.

* Dissipe l'opcode n°25
* Retire STATE_POISONED (0x4000)"
12,1,"[12] Dégâts","Valeur","Mode/Type de dégât","La cible subit instantanément 'Valeur' dégâts de type indiqué dans le champ 'Type de dégât'.

'Mode' :
 0  Accumulation -> Dégâts subit = 'Valeur'
 1  Écrasement -> PV = MIN(PV, 'Valeur')
 2  Écrasement % -> PV = PV - (PV * (100-'Valeur'))/100
 3  Accumulation % -> Dégâts subit = PV - (PV * 'Valeur')/100
 4+ Sans effet

'Type de dégât' : (cf DMGTYPE.IDS)
 0 0     Contondant
 1 0     Acide
 2 0     Froid
 4 0     Électrique
 8 0     Feu
 16 0    Perforant
 32 0    Poison
 64 0    Magique
 128 0   Projectile
 0 1     Tranchant
 0 2     Feu magique
 0 4     Froid magique
 0 8     Non-létal

'Special' :
 0    Jet de Sauvegarde pour annuler (esquive totale)
 1    Drain de vie : Cible > Source
 2    Drain de vie : Source > Cible : bug
 4    Efficace si la source est équipé de son poing dans sa main directrice
 8    Comme 1, non cumulable
 16   Comme 8
 32   Aucune notification de dégâts
 256  Jet de Sauvegarde pour réduire les dégâts de moitié (sans esquive)
 512  Jet de Sauvegarde pour annuler, sinon réduit de moitié (esquive extraordinaire)
 1024 Ne réveille pas les cibles endormies

Les champs 'Dice' peuvent être renseignés pour infliger des dégâts (Valeur = X dés à Y faces + 'Valeur').

* Le champ 'Valeur' peut être positif ou négatif
* Les dégâts 'Poing' rendent la cible inconsciente au lieu de la tuer, ses points de vie ne peuvent être inférieurs à 1, la StrRef n°20438 est affichée
* L'inconscience est appliquée via l'opcode n°39, pendant 15 secondes
* Les dégâts de type 'Poison' possèdent automatiquement le flag 'Bypass Mirror Image'
* 'Mode' Écrasement : les résistances de la cible ne sont pas prises en compte
* Si la cible meure de ces dégâts, la StrRef n°14026 est affichée
* Les dégâts sont bornés par [-32767; 32768]
* Inefficace si STATE_DEAD (0x800) actif
* Inefficace sur les cibles ayant -9 pv ou moins"
13,1,"[13] État : Mort","Notification","Type de Mort","Fait mourir instantanément la cible de la façon choisie.

'Notification' :
 0   Affiche un message
 1   N'affiche aucun message
 2+  Comme 0

'Type de Mort' :
 0    Par l'acide
      STATE_ACID_DEATH + STATE_DEAD
      PV actuels fixés à -10
 1    Par le feu
      STATE_FLAME_DEATH + STATE_DEAD
      PV actuels fixés à -10
 2    Mort violente
      STATE_EXPLODING_DEATH + STATE_DEAD
      PV actuels fixés à -10
 4    Mort normale
      STATE_DEATH
      PV actuels fixés à 0
 8    Décapitation
      STATE_EXPLODING_DEATH + STATE_DEAD
      joue GORE.WAV
      PV actuels fixés à -10
 16   Pétrification
      STATE_STONE_DEATH
      toute action hostile provoque un 'Type de Mort' 64
      PV actuels fixés à 0
 32   Congélation
      STATE_FROZEN_DEATH
      toute action hostile provoque un 'Type de Mort' 128
      attente de 5 secondes avant un 'Type de Mort' 128
      PV actuels fixés à 0
 64   Implosion pétrifiée
      STATE_EXPLODING_DEATH + STATE_DEAD
      joue SHATTER.WAV
      PV actuels fixés à -10
 128  Implosion congelée
      STATE_EXPLODING_DEATH + STATE_DEAD
      joue SHATTER.WAV
      PV actuels fixés à -10
 256  Électrocution
      STATE_FLAMING_DEATH + STATE_DEAD
      PV actuels fixés à -10
 512  Désintégration
      STATE_EXPLODING_DEATH + STATE_DEAD
      PV actuels fixés à -10
 1024 Destruction
      STATE_EXPLODING_DEATH + STATE_DEAD
      joue GORE.WAV
      PV actuels fixés à -10
 autre Retire tous les state de mort (sans rendre de point de vie)

* Si la stat #186 (NO_PERMANENT_DEATH) est active, toutes les morts (exceptée la 32) sont de type 4 (voir opcode n°295)
* Toutes les morts (exceptée la 4) sont des morts violentes qui provoquent le retrait du joueur du groupe
* 'Les Type de Mort' sont cumulables
* Les morts 64, 128 et 1024 provoquent la disparition de la cible et de son équipement
* L'effet est permanent
* L'allégeance devient NEUTRAL
* Retire STATE_PANIC (0x4)
* Retire STATE_STUNNED (0x8)
* Retire STATE_POISONED (0x2000)
* Affecte 0 à la stat #58 (HELD)
* Dissipe l'opcode n°45 (Étourdissement)
* Dissipe l'opcode n°109 (Paralysie I)
* Dissipe l'opcode n°175 (Paralysie II)
* Dissipe l'opcode n°185 (Paralysie III)
* Retire l'icône n°13 (Paralysé)
* Retire l'icône n°55 (Étourdi)
* Réinitialise le moral de la cible à 10
* La mort n°32 peut être soignée par l'opcode n°14
* L'animation n°5 (mort) est jouée par défaut
* Si la cible joue l'animation n°17 (sommeil), elle est remplacée par l'animation n°9 (assomé)
* Inefficace si STATE_DEAD (0x800) actif
* Est dissipé par l'opcode n°32"
14,2,"[14] Dissipation : Congélation","N/A","N/A","Dissipe instantanément de la cible les effets de Congélation. (cf opcode n°13 : 'Type de Mort' 32)

* Retire STATE_FROZEN_DEATH (0x64)
* Met la cible à 1 point de vie
* Inefficace si STATE_FROZEN_DEATH (0x64) inactif"
15,1,"[15] Modification : Dextérité","Valeur","Méthode","Modifie la Dextérité de la cible selon la 'Méthode' souhaitée.

'Méthode' :
 0   Incrémentation  -> Dextérité += 'Valeur'
 1   Écrasement  -> Dextérité = 'Valeur'
 2   Pourcentage -> Dextérité *= 'Valeur' / 100
 3   Grâce féline -> Dextérité = Dextérité +1 (maximum 20)

* 'Valeur' peut être positif ou négatif
* Affecte la stat #40 (DEX)
* Est borné par [0; 25]"
16,1,"[16] État : Hâte I","N/A","Type","Applique le 'Type' de Hâte souhaité sur la cible

Si STATE_SLOWED (0x10000) inactif :
'Type' :
 0   Hâte classique
   * Attaque/round +1 arrondie à l'inférieur (si > 0)
   * Affecte 0 à la stat #185 (ANIMATION_ONLY_HASTE)
   * Affiche l'icône n°38
 1   Hâte majeure
   * Attaque/round doublée
   * Affecte 1 à la stat #155 (IMPROVEDHASTE)
   * Affecte 0 à la stat #185 (ANIMATION_ONLY_HASTE)
   * Affiche l'icône n°110
 2   Hâte mineure
   * Attaque/round arrondie au supérieur
   * Affecte 0 à la stat #155 (IMPROVEDHASTE)
   * Affecte 1 à la stat #185 (ANIMATION_ONLY_HASTE)
   * Affiche l'icône n°38
 3+  Type 0

* Double le ratio de mouvement
* Active STATE_HASTED (0x8000)
* Identique à l'opcode n°317
* Est dissipé par l'opcode n°40

Si STATE_SLOWED (0x10000) actif :
* Retire STATE_SLOWED (0x10000)
* Retire l'icône n°41

Note :
* Une hâte avec un Timing 1, ne peut qu'être dissipée par l'opcode n°40 avec un Timing 1 (et réciproquement)"
17,1,"[17] Modification : Points de Vie actuels","Valeur","Méthode/Mode","Cet opcode peut permettre de soigner la cible, de la ressusciter ou de la soigner de tous ses effets.
La seconde valeur de la case 'Méthode/Mode' permet de choisir le mode de soin.

'Méthode' :
 0   Incrémentation  -> PV += 'Valeur'
 1   Écrasement  -> PV = MIN(PV, 'Valeur')
 2   Pourcentage -> PV += PV*'Valeur' / 100
 3+ Sans effet

'Mode' :
 0   Soin classique
 1   Ressuscite la cible dont les points de vie sont inférieurs à 1 (applique l'opcode n°32 : 'Mode' 0) puis applique le Mode 2
 2   Dissipe tous les effets exceptés ceux ayant un Timing 9 et ceux qui sont équipés, retire l'objet présent dans le slot n°34 (Magical Weapon)
 3   Mode 1 + Mode 2

* Les cases 'Dice' peuvent être utilisées -> 'Valeur' += résultat des dés
* Le résultat des dés est influencé par la chance
* 'Valeur' peut être négatif ou positif
* 'Méthode' 0 : 'Valeur' borné par [-32768; 32767]
* 'Mode' 2 retire STATE_POISONED (0x4000)

Note :
* L'avatar du joueur se grise, comme mort, mais l'opcode n°13 n'est pas appliqué si le nouveau total de point de vie est inférieur à 1"
18,1,"[18] Modification : Points de Vie","Valeur","Méthode","Modifie le nombre de Points de Vie maximums et actuels de la cible.

'Méthode' :
 0   Incrémentation  -> PV et PV max += 'Valeur'
 1   Écrasement  -> PV et PV max = 'Valeur'
 2   Pourcentage -> PV et PV max *= 'Valeur' / 100
 3   Incrémentation  -> PV max += 'Valeur'
 4   Écrasement  -> PV max = 'Valeur'
 5   Pourcentage -> PV max *= 'Valeur' / 100
 6   Comme 0
 7+ Sans effet

'Special' : (pour les Timing 0, 2, 3, 5, 8, 10 et 1000)
 0   Aucun changement
 1+ Seuls les points de vie maximums changent

* Les cases 'Dice' peuvent être utilisées -> 'Valeur' += résultat des dés
* Le résultat des dés est influencé par la chance
* 'Valeur' peut être positif ou négatif
* Affecte la stat #1 (MAXHITPOINTS)
* Les points de vie actuels générés par les 'Méthode' 0 à 2 sont retirés à la fin de l'effet seulement si les points de vie actuels sont supérieurs aux points de vie actuels de base
* Inefficace sur les cibles ayant moins de 1 point de vie actuel
* Inefficace si STATE_REALLY_DEAD (0xFC0) actif
* Bug en cas d'utilisation des champs 'Dice' en 'timing' non permanent : les dés sont jetés deux fois"
19,1,"[19] Modification : Intelligence","Valeur","Méthode","Modifie l'Intelligence de la cible selon la 'Méthode' souhaitée.

'Méthode' :
 0   Incrémentation  -> Intelligence += 'Valeur'
 1   Écrasement  -> Intelligence = 'Valeur'
 2   Pourcentage -> Intelligence *= 'Valeur' / 100
 3+ Sans effet

* 'Valeur' peut être positif ou négatif
* Affecte la stat #38 (INT)
* Est borné par [0; 25]"
20,1,"[20] État : Invisible","N/A","Méthode","La cible devient invisible selon la 'Méthode' souhaitée.

'Méthode' :
 0   Invisibilité traditionnelle
   * Active STATE_INVISIBLE (0x10)
   * Ne peut être ciblé (sort ou attaque)
   * Bonus de Tac0 +4
   * Peut effectuer une attaque sournoise
   * Dissipé à la première attaque
 1   Invisibilité majeure, applique la 'Méthode' 0 et :
   * Active STATE_IMPROVEDINVISIBILITY (0x400000)
   * Bonus de Jets de Sauvegarde +4
   * Devient partiellement visible après la première attaque (cf 'Méthode' 2+)
 2+  Invisibilité majeure après attaque
   * Peut être attaqué (Tac0 -4 pour l'attaquant)
   * Ne peut être ciblé par des sorts
   * Bonus de Jets de Sauvegarde +4
   * Ne peut effectuer d'attaque sournoise

* Aucun avantage offensif face à un non-allié ayant la stat #81 (SEEINVISIBLE) active (opcode n°193)
* Les cibles deviennent invisibles graphiquement seulement aux yeux des non-alliés
* Est dissipé par l'opcode n°47 (si STATE_NONDETECTION (0x200000) inactif)
* Est dissipé par l'opcode n°116 (si STATE_NONDETECTION (0x200000) inactif)
* 'Méthode' 0 est dissipé par l'opcode n°136
* 'Méthode' 1 devient 'Méthode' 2+ par l'application de l'opcode n°136"
21,1,"[21] Modification : Connaissance","Valeur","Méthode","Modifie le total de Connaissance de la cible selon la 'Méthode' souhaitée.

'Méthode' :
 0   Incrémentation  -> Connaissance += 'Valeur'
 1   Écrasement  -> Connaissance = 'Valeur'
 2   Pourcentage -> Connaissance *= 'Valeur' / 100
 3+ Sans effet

* 'Valeur' peut être positif ou négatif
* Aucune modification visuelle en Timing 1 (mais fonctionnel)
* Affecte la stat #25 (LORE)
* Est borné par [0; 100]"
22,1,"[22] Modification : Chance","Valeur","Méthode","Modifie la Chance de la cible selon la 'Méthode' souhaitée.

'Méthode' :
 0   Incrémentation  -> Chance += 'Valeur'
 1   Écrasement  -> Chance = 'Valeur'
 2   Pourcentage -> Chance *= 'Valeur' / 100
 3+ Sans effet

* Influe sur les Jets de Toucher (sans affecter les coups ou les échecs critiques)
* Influe sur les Jets de Dégâts (sans pouvoir dépasser le maximum)
* Influe sur le résultat aléatoire des dés (si précisé dans la description)
* 'Valeur' peut être positif ou négatif
* Affecte la stat #32 (LUCK)
* Sans icône : opcode n°142, icône n°32
* Est borné par [-20; 20]"
23,1,"[23] Modification : Moral","Valeur","Méthode","Modifie le niveau de moral de la cible selon la 'Méthode' souhaitée.

'Special'
 0   Moral = 10, quelque soit les renseignements fournis
 1+  voir ci-dessous

'Méthode' :
 0   Incrémentation  -> Moral += 'Valeur'
 1   Écrasement  -> Moral = 'Valeur'
 2   Pourcentage -> Moral *= 'Valeur' / 100
 3+ Sans effet

* Inefficace si STATE_BERSERK (0x2) actif
* Est borné par [Overflow(0); 20]
* En fuite, les scripts sont inactifs
* Rehausser le moral d'une cible paniquée permet de désactiver le déplacement aléatoire de celle-ci"
24,1,"[24] État : Panique","N/A","Force","Provoque la panique chez la cible.

'Force' :
 1+  Provoque la panique même si la cible y est immunisée

* Active STATE_PANIC (0x4)
* Inefficace si STATE_BERSERK (0x2) actif
* Scripts actifs (contrairement à un échec de moral)
* La cible fuit aléatoirement (cercle jaune)
* L'inventaire n'est plus accessible
* La barre de raccourci est désactivée
* Sans icône : opcode n°142, icône n°36
* Aucune incidence sur le niveau de moral"
25,1,"[25] État : Empoisonnement","Valeur","Type","Inflige des dégâts de poison à la cible selon le 'Type' choisi.

'Type' :
 0  Dégât 1, Fréquence 1 (si 'Valeur' != 0)
 1  Dégât 1, Fréquence 1 (si 'Valeur' > 0)
 2  Dégât 'Valeur', Fréquence 1
 3  Dégât 1, Fréquence MAX(1, 'Valeur')
 4  Dégât 'Paramètre 3', Fréquence 'Valeur'
 5+ Dégât 0

'Special' :
 Affiche l'icône n°'Special' (n°6 par défaut)

* Active STATE_POISONED (0x4000)
* Est dissipé par l'opcode n°11
* 'Type' 1 : efficace que si les points de vie actuels >= 100/'Valeur' ou si 'Paramètre 4' != 0
* Si 'Valeur' <= 0 et 'Type' <= 0, seule la StrRef est affichée
* Si 'Valeur' <= 1 et 'Type' == 1, seule la StrRef est affichée
* Si 'Valeur' = 0 et 'Type' == 2, la StrRef est affichée et l'animation est jouée
* Si 'Valeur' <= 1 et 'Type' == 4, la StrRef est affichée et l'animation est jouée
* Le flag 'Bypass Mirror Image' est activé
* La fréquence d'activation varie selon le ratio de mouvement
* 'Type' 2 à 4 : la fréquence est multipliée par 'Paramètre 4' (si > 1), ce paramètre peut-être modifié par l'opcode n°329
* Semble incompatible avec tous les Timings permanents"
26,1,"[26] Dissipation : Malédiction","N/A","N/A","Dissipe instantanément de la cible les effets des Malédictions et déséquipe tous les objets maudits.

* Dissipe l'opcode n°283
* L'effet est permanent"
27,1,"[27] Modification résistance : Acide","Valeur","Méthode","Modifie la résistance à l'acide de la cible selon la 'Méthode' souhaitée.

'Méthode' :
 0   Incrémentation  -> Résistance += 'Valeur'
 1   Écrasement  -> Résistance = 'Valeur'
 2   Pourcentage -> Résistance *= 'Valeur' / 100

* 'Valeur' peut être positif ou négatif
* Sans icône : opcode n°142, icône n°24
* Au-delà de 100%, les dégâts reçus correspondant à l'élément régénère la cible
* Est borné par [-128; 127]%
* Exception : méthode 0, Timing 1 : [Overflow(-128); Overflow(127)]%
* Affecte la stat #17 (RESISTACID)"
28,1,"[28] Modification résistance : Froid","Valeur","Méthode","Modifie la résistance au froid de la cible selon la 'Méthode' souhaitée.

'Méthode' :
 0   Incrémentation  -> Résistance += 'Valeur'
 1   Écrasement  -> Résistance = 'Valeur'
 2   Pourcentage -> Résistance *= 'Valeur' / 100

* 'Valeur' peut être positif ou négatif
* Sans icône : opcode n°142, icône n°25
* Au-delà de 100%, les dégâts reçus correspondant à l'élément régénère la cible
* Est borné par [-128; 127]%
* Exception : méthode 0, Timing 1 : [Overflow(-128); Overflow(127)]%
* Affecte la stat #15 (RESISTCOLD)"
29,1,"[29] Modification résistance : Électricité","Valeur","Méthode","Modifie la résistance à l'électricité de la cible selon la 'Méthode' souhaitée.

'Méthode' :
 0   Incrémentation  -> Résistance += 'Valeur'
 1   Écrasement  -> Résistance = 'Valeur'
 2   Pourcentage -> Résistance *= 'Valeur' / 100

* 'Valeur' peut être positif ou négatif
* Sans icône : opcode n°142, icône n°27
* Au-delà de 100%, les dégâts reçus correspondant à l'élément régénère la cible
* Est borné par [-128; 127]%
* Exception : méthode 0, Timing 1 : [Overflow(-128); Overflow(127)]%
* Affecte la stat #16 (RESISTELECTRICITY)"
30,1,"[30] Modification résistance : Feu","Valeur","Méthode","Modifie la résistance au feu de la cible selon la 'Méthode' souhaitée.

'Méthode' :
 0   Incrémentation  -> Résistance += 'Valeur'
 1   Écrasement  -> Résistance = 'Valeur'
 2   Pourcentage -> Résistance *= 'Valeur' / 100

* 'Valeur' peut être positif ou négatif
* Sans icône : opcode n°142, icône n°16
* Au-delà de 100%, les dégâts reçus correspondant à l'élément régénère la cible
* Est borné par [-128; 127]%
* Exception : méthode 0, Timing 1 : [Overflow(-128); Overflow(127)]%
* Affecte la stat #14 (RESISTFIRE)"
31,1,"[31] Modification résistance : Dégâts magiques","Valeur","Méthode","Modifie la résistance aux dégâts magiques de la cible selon la 'Méthode' souhaitée.

'Méthode' :
 0   Incrémentation  -> Résistance += 'Valeur'
 1   Écrasement  -> Résistance = 'Valeur'
 2   Pourcentage -> Résistance *= 'Valeur' / 100

* 'Valeur' peut être positif ou négatif
* Sans icône : opcode n°142, icône n°28
* Au-delà de 100%, les dégâts reçus correspondant à l'élément régénère la cible
* Est borné par [-128; 127]%
* Exception : méthode 0 [Overflow(-128); Overflow(127)]%
* Affecte la stat #73 (MAGICDAMAGERESISTANCE)"
32,1,"[32] Dissipation : Mort","N/A","Mode","Ressuscite instantanément la cible selon le mode souhaité.

Mode :
 0    La cible revient à la vie avec 1 point de vie
 1+  La cible revient à la vie avec toute sa santé

* Retire STATE_REALLY_DEAD (0xFC0)
* Dissipe l'opcode n°13"
33,1,"[33] Modification jet de Sauvegarde : Mort","Valeur","Méthode","Modifie le Jet de Sauvegarde contre la Mort de la cible selon la 'Méthode' souhaitée.

'Méthode' :
 0   Incrémentation  -> JS += 'Valeur'
 1   Écrasement  -> JS = 'Valeur'
 2   Pourcentage -> JS *= 'Valeur' / 100
 3   Comme 0 mais avec effet immédiat

* 'Valeur' peut être positif ou négatif
* Affecte la stat #9 (SAVEVSDEATH)
* Est borné par [-20; 20]"
34,1,"[34] Modification jet de Sauvegarde : Baguettes","Valeur","Méthode","Modifie le Jet de Sauvegarde contre les Baguettes de la cible selon la 'Méthode' souhaitée.

'Méthode' :
 0   Incrémentation  -> JS += 'Valeur'
 1   Écrasement  -> JS = 'Valeur'
 2   Pourcentage -> JS *= 'Valeur' / 100
 3   Comme 0 mais avec effet immédiat

* 'Valeur' peut être positif ou négatif
* Affecte la stat #10 (SAVEVSWANDS)
* Est borné par [-20; 20]"
35,1,"[35] Modification jet de Sauvegarde : Polymorphie","Valeur","Méthode","Modifie le Jet de Sauvegarde contre la Polymorphie de la cible selon la 'Méthode' souhaitée.

'Méthode' :
 0   Incrémentation  -> JS += 'Valeur'
 1   Écrasement  -> JS = 'Valeur'
 2   Pourcentage -> JS *= 'Valeur' / 100
 3   Comme 0 mais avec effet immédiat

* 'Valeur' peut être positif ou négatif
* Affecte la stat #11 (SAVEVSPOLY)
* Est borné par [-20; 20]"
36,1,"[36] Modification jet de Sauvegarde : Souffle","Valeur","Méthode","Modifie le Jet de Sauvegarde contre le Souffle de la cible selon la 'Méthode' souhaitée.

'Méthode' :
 0   Incrémentation  -> JS += 'Valeur'
 1   Écrasement  -> JS = 'Valeur'
 2   Pourcentage -> JS *= 'Valeur' / 100
 3   Comme 0 mais avec effet immédiat

* 'Valeur' peut être positif ou négatif
* Affecte la stat #12 (SAVEVSBREATH)
* Est borné par [-20; 20]"
